color_rgb,proportion
"[241, 234, 226]",0.3275429917318961
"[187, 159, 134]",0.17057094353541039
"[121, 92, 71]",0.11077361348214045
"[34, 25, 19]",0.10113552599799011
"[215, 225, 235]",0.07058548534325544
"[22, 29, 45]",0.050307906092892096
"[237, 219, 227]",0.047765431603844125
"[135, 166, 190]",0.04691121564313496
"[71, 97, 125]",0.038618623405273916
"[226, 238, 233]",0.03578826316416241
