color_rgb,proportion
"[181, 157, 134]",0.169419962343893
"[119, 92, 72]",0.16296528788800227
"[237, 230, 220]",0.16175121629839853
"[36, 25, 18]",0.15719324555098932
"[21, 27, 42]",0.08418270736966257
"[212, 223, 234]",0.06315214787239924
"[139, 163, 184]",0.06061615803279091
"[75, 96, 119]",0.05640522394019252
"[42, 22, 31]",0.04478105093095971
"[227, 240, 234]",0.039532999772711915
