color_rgb,proportion
"[238, 231, 223]",0.1732763362698569
"[181, 157, 134]",0.16979733438256214
"[119, 92, 72]",0.16298084175934657
"[34, 25, 18]",0.16296278858491348
"[22, 28, 43]",0.08201666902203192
"[211, 222, 234]",0.060500842746404826
"[139, 163, 185]",0.05992052969906153
"[75, 96, 119]",0.05596472720063844
"[43, 22, 31]",0.040379501191925835
"[225, 239, 232]",0.03220042914325841
